,book_format,book_pages,book_review_count,book_rating_count,book_rating
34368,Mass Market Paperback,377 pages,86,1193,3.98
34369,Paperback,264 pages,220,1357,3.66
34370,Mass Market Paperback,528 pages,151,2113,3.88
34372,Paperback,376 pages,10,20,3.8
34373,Hardcover,254 pages,5,76,4.46
34374,Hardcover,285 pages,882,5422,4.05
34375,Paperback,703 pages,213,2942,3.97
34377,Paperback,390 pages,64654,2077746,4.27
34378,Paperback,384 pages,155,2440,4.1
34379,Mass Market Paperback,308 pages,727,31387,3.98
34380,Hardcover,345 pages,1011,13218,4.03
34381,Paperback,192 pages,136,1421,4.49
34382,Hardcover,446 pages,18,538,4.07
34383,Paperback,384 pages,49,1670,4.11
34384,Paperback,175 pages,233,3422,4.14
34385,Hardback,265 pages,12,128,3.77
34386,Paperback,216 pages,23,36,4.42
34387,Hardcover,368 pages,337,3830,3.82
34388,Paperback,208 pages,140,5254,3.99
34389,Paperback,513 pages,9665,119094,4.42
34390,Hardcover,309 pages,34,237,3.95
34391,Paperback,243 pages,60,837,3.88
34392,Paperback,528 pages,12,331,4.2
34393,Mass Market Paperback,763 pages,10335,206452,4.36
34394,Paperback,227 pages,21,111,4.39
34395,Mass Market Paperback,288 pages,39,1002,4.07
34396,Paperback,103 pages,45,1033,4.58
34397,Hardcover,832 pages,9,354,4.42
34398,Paperback,209 pages,49,1750,4.15
34399,Mass Market Paperback,330 pages,246,7758,3.99
34401,Hardcover,262 pages,184,2142,3.76
34402,Paperback,112 pages,3,21,4.19
34403,Mass Market Paperback,304 pages,343,3012,3.87
34404,Paperback,183 pages,39,339,3.95
34405,Paperback,464 pages,79,7428,4.11
34407,Hardcover,160 pages,648,5250,3.99
34408,Hardcover,303 pages,1601,11157,3.61
34409,ebook,402 pages,268,2822,3.9
34410,Hardcover,560 pages,170,1076,3.85
34411,Paperback,512 pages,30,317,3.6
34412,Paperback,368 pages,386,3053,3.62
34413,Paperback,297 pages,264,5919,4.31
34414,Hardcover,404 pages,1323,6102,4.16
34415,Kindle Edition,17 pages,69,561,3.19
34416,Paperback,452 pages,18662,437698,3.73
34417,Kindle Edition,215 pages,136,560,3.97
34418,Paperback,368 pages,554,7251,3.91
34419,Mass Market Paperback,473 pages,5,45,3.53
34420,Paperback,300 pages,24,236,3.92
34422,Paperback,414 pages,83,647,3.27
34424,Paperback,326 pages,184,17652,4.17
34425,Hardcover,400 pages,342,2354,4.16
34426,Paperback,216 pages,9,182,4.02
34427,Paperback,176 pages,0,40,3.88
34428,Mass Market Paperback,379 pages,345,6025,3.99
34429,Audio CD,0 pages,219,7748,4.24
34430,Mass Market Paperback,372 pages,1067,15751,4.09
34431,Paperback,210 pages,225,3430,3.79
34432,Paperback,292 pages,0,31,4.03
34433,Paperback,16 pages,73,2251,4.56
34434,Kindle Edition,274 pages,3932,28355,4.02
34436,Paperback,144 pages,26,960,3.96
34438,Hardcover,160 pages,306,5198,3.93
34439,Paperback,779 pages,32,695,4.07
34440,Hardcover,510 pages,98,1087,4.17
34441,Paperback,320 pages,421,11664,4.51
34442,Paperback,400 pages,665,6589,4.12
34443,Hardcover,432 pages,393,9657,4.1
34444,Paperback,320 pages,286,938,4.04
34446,Paperback,120 pages,26,197,4.01
34447,Paperback,408 pages,709,31638,3.82
34448,Kindle Edition,31 pages,4,79,4.14
34449,Paperback,112 pages,133,4348,3.79
34450,Kindle Edition,452 pages,14,152,3.88
34451,Kindle Edition,394 pages,126,1047,3.84
34452,Kindle Edition,90 pages,35,2026,4.37
34453,Paperback,368 pages,247,5801,4.17
34454,Audio CD,15 pages,8969,203807,4.05
34455,Paperback,152 pages,2,61,4.05
34456,Paperback,200 pages,22,1002,4.24
34457,Hardcover,346 pages,321,6862,3.89
34458,Hardcover,334 pages,862,5072,3.65
34459,Hardcover,297 pages,749,5104,4.02
34460,Mass Market Paperback,308 pages,668,8253,3.82
34461,Kindle Edition,301 pages,658,18950,4.11
34462,Hardcover,662 pages,338,5739,4.15
34464,Hardcover,430 pages,696,8020,4.15
34465,Paperback,1500 pages,122,7602,4.38
34466,Paperback,288 pages,14,673,4.43
34467,Paperback,580 pages,140,2869,4.27
34468,Hardcover,240 pages,94,403,4.0
34469,Paperback,1276 pages,54,1300,4.21
34470,ebook,36 pages,16,34,4.38
34471,Paperback,432 pages,68,1016,4.28
34473,ebook,541 pages,10,13,3.54
34474,Kindle Edition,100 pages,3723,32628,3.91
34475,Hardcover,316 pages,1240,14228,3.77
34476,Paperback,198 pages,3390,79142,3.95
34477,Hardcover,272 pages,1047,7778,3.6
34478,Paperback,240 pages,625,7747,3.93
34479,Paperback,304 pages,260,3191,3.42
34480,Paperback,539 pages,12672,136833,4.23
34481,Paperback,52 pages,30,327,3.47
34482,Paperback,192 pages,198,10049,4.19
34483,Paperback,400 pages,395,8531,4.05
34484,Paperback,186 pages,14,73,3.23
34485,Paperback,368 pages,319,2368,3.65
34486,Paperback,317 pages,96,1718,4.03
34487,ebook,696 pages,14247,121127,4.45
34488,Mass Market Paperback,213 pages,211,6597,4.32
34491,Paperback,560 pages,113,1301,3.77
34492,Paperback,128 pages,4,40,4.28
34493,Hardcover,433 pages,2424,14062,3.84
34494,Paperback,313 pages,640,5864,4.0
34495,Hardcover,256 pages,13,293,4.25
34496,Mass Market Paperback,464 pages,85,1185,4.12
34497,Paperback,224 pages,77,892,3.58
34498,Hardcover,255 pages,35,1453,4.21
34499,Hardcover,428 pages,988,7583,3.42
34500,Paperback,558 pages,18,110,3.98
34501,Paperback,310 pages,52,1012,3.96
34502,Hardcover,258 pages,23940,172351,3.98
34504,Paperback,570 pages,222,3717,4.2
34505,Paperback,502 pages,24,105,4.59
34506,Hardcover,263 pages,1,6,4.67
34507,Paperback,296 pages,34,322,4.13
34508,Paperback,480 pages,165,2650,4.15
34509,Mass Market Paperback,280 pages,171,3284,3.96
34510,Paperback,245 pages,187,3894,3.98
34511,Paperback,278 pages,1,2,5.0
34512,Paperback,360 pages,140,1697,4.04
34513,Hardcover,992 pages,621,2533,4.59
34514,Hardcover,825 pages,26,2498,4.47
34515,Paperback,250 pages,406,5500,3.62
34516,Paperback,298 pages,84,1259,4.08
34517,Paperback,408 pages,26,1467,4.39
34518,Paperback,506 pages,31,146,4.12
34519,ebook,125 pages,359,4176,4.2
34520,Paperback,240 pages,41,159,4.14
34523,Paperback,320 pages,14,302,4.03
34524,Kindle Edition,334 pages,1038,22880,3.87
34525,Paperback,160 pages,54,368,3.95
34526,Paperback,384 pages,15259,188456,4.28
34527,Paperback,338 pages,60,352,3.57
34528,Kindle Edition,370 pages,340,3958,3.55
34529,Paperback,304 pages,431,14383,4.16
34530,Hardcover,220 pages,9,47,3.72
34531,Paperback,160 pages,347,5409,4.19
34532,Hardcover,420 pages,14958,256948,4.03
34533,Paperback,336 pages,167,2657,3.9
34534,Hardcover,256 pages,273,2058,3.47
34535,Paperback,462 pages,400,11518,4.11
34536,Paperback,346 pages,127,4130,3.79
34537,Hardcover,448 pages,1730,8131,4.59
34538,Paperback,32 pages,327,2894,4.35
34540,Paperback,272 pages,88,1129,3.62
34541,Paperback,288 pages,229,4749,3.99
34542,ebook,336 pages,221,3261,4.55
34543,Hardcover,190 pages,15,192,4.21
34545,Hardcover,373 pages,2156,31459,3.96
34546,Kindle Edition,325 pages,125,1766,4.13
34547,Paperback,315 pages,114,1336,3.91
34549,Paperback,305 pages,2771,42966,3.99
34550,Paperback,272 pages,121,3587,4.29
34551,Paperback,484 pages,873,7776,4.26
34552,Paperback,274 pages,11,152,3.55
34553,Paperback,400 pages,291,2752,3.3
34554,Paperback,496 pages,133,2735,3.96
34555,Paperback,440 pages,696,7774,4.09
34556,Hardcover,277 pages,12,159,3.67
34557,Kindle Edition,304 pages,12279,108043,4.1
34558,Hardcover,399 pages,2379,24093,4.07
34559,Hardcover,205 pages,61,1883,4.37
34560,Paperback,294 pages,177,3600,4.18
34561,Paperback,304 pages,1257,29584,4.12
34562,Kindle Edition,189 pages,78,170,4.34
34564,Paperback,432 pages,3452,102527,3.89
34565,Paperback,336 pages,412,2339,3.8
34566,Kindle Edition,316 pages,2523,19744,4.06
34567,Paperback,320 pages,67,408,4.09
34568,Paperback,394 pages,159,16563,4.11
34569,Paperback,553 pages,48,529,4.19
34570,Kindle Edition,225 pages,3272,34635,4.04
34571,Paperback,320 pages,84,1373,3.9
34572,Paperback,276 pages,20,898,4.34
34573,Hardcover,400 pages,114,1743,3.61
34575,Paperback,1009 pages,276,5532,4.39
34576,Hardcover,528 pages,183,1392,4.29
34577,Paperback,348 pages,153,1109,3.41
34578,Paperback,507 pages,74,1187,4.08
34579,Paperback,864 pages,1077,64963,3.92
34580,Hardcover,452 pages,623,4311,4.15
34581,Paperback,256 pages,54,560,4.37
34582,ebook,336 pages,13,605,4.61
34583,Mass Market Paperback,439 pages,78,3227,3.97
34584,Mass Market Paperback,211 pages,42,735,4.02
34585,Paperback,110 pages,24,191,3.96
34587,Paperback,1087 pages,274,15397,4.11
34589,Kindle Edition,258 pages,93,288,3.83
34590,Paperback,96 pages,1228,20559,3.55
34591,Nook,314 pages,598,12213,4.16
34592,Hardcover,271 pages,3,122,4.53
34593,Paperback,400 pages,53819,2422972,4.16
34594,Paperback,365 pages,1334,13590,3.78
34595,Paperback,266 pages,145,19592,3.66
34596,Hardcover,232 pages,16,135,4.11
34598,Paperback,504 pages,678,4321,4.26
34599,Hardcover,272 pages,42,550,3.7
34600,Paperback,258 pages,1255,7552,4.44
34601,Paperback,380 pages,1866,30785,4.06
34602,Paperback,158 pages,12,185,4.1
34603,Mass Market Paperback,432 pages,243,2761,3.53
34604,Paperback,484 pages,8486,71531,4.26
34605,Paperback,853 pages,217,2619,4.31
34606,Paperback,479 pages,378,8780,4.02
34607,Hardcover,567 pages,133,1500,3.75
34608,Paperback,305 pages,20,156,3.89
34609,Hardcover,272 pages,188,4397,4.3
34610,Kindle Edition,423 pages,1441,15222,4.18
34612,Hardcover,613 pages,5055,286309,4.23
34613,Paperback,374 pages,13027,839308,4.06
34615,Paperback,196 pages,91,1433,3.95
34616,Paperback,193 pages,795,9521,3.85
34617,Kindle Edition,226 pages,116,2073,4.53
34618,Paperback,200 pages,573,44706,4.37
34619,Paperback,352 pages,246,2787,4.13
34620,Hardcover,224 pages,21,122,3.34
34621,Paperback,262 pages,219,2263,3.96
34622,Hardcover,312 pages,838,4143,3.89
34623,Paperback,420 pages,731,4421,3.68
34625,Kindle Edition,140 pages,17,247,4.02
34626,Hardcover,768 pages,56,2948,4.24
34628,Hardcover,680 pages,10,118,4.08
34629,Hardcover,318 pages,820,7449,3.31
34630,Hardcover,632 pages,104,1168,3.92
34632,Hardcover,336 pages,497,3442,3.8
34633,Paperback,362 pages,304,3448,3.9
34634,Hardcover,345 pages,929,11475,4.05
34635,Paperback,560 pages,60,718,4.12
34636,Mass Market Paperback,342 pages,706,18791,3.87
34638,ebook,320 pages,1003,7793,3.98
34639,ebook,40 pages,1,24,4.21
34640,Hardcover,336 pages,696,6021,3.74
34641,Paperback,256 pages,432,13673,4.2
34642,Hardcover,344 pages,985,6038,4.01
34643,Hardcover,522 pages,21,173,4.21
34644,Paperback,464 pages,24384,631058,4.05
34645,Hardcover,416 pages,57324,802706,3.9
34646,Paperback,432 pages,694,7483,4.0
34647,Hardcover,397 pages,362,1512,3.69
34648,Hardcover,261 pages,286,9342,4.13
34649,Kindle Edition,257 pages,70,837,3.49
34650,Hardcover,320 pages,87,1470,4.37
34651,Hardcover,336 pages,163,561,3.54
34653,Paperback,406 pages,726,38977,3.74
34654,Paperback,312 pages,772,6289,3.9
34655,Hardcover,480 pages,256,2081,4.3
34656,Paperback,172 pages,0,4,4.25
34657,Boxed Set,0 pages,17,292,4.43
34659,Paperback,531 pages,6354,125726,4.15
34660,Paperback,293 pages,403,6697,3.75
34661,Paperback,160 pages,23,1034,4.13
34662,Paperback,496 pages,575,36716,3.72
34663,Hardcover,387 pages,4840,61007,3.92
34664,Paperback,200 pages,871,4962,4.12
34665,Paperback,573 pages,258,3012,4.02
34666,Paperback,352 pages,17463,121850,4.37
34667,Paperback,184 pages,406,8475,4.16
34668,Hardcover,263 pages,107,1053,4.02
34669,Hardcover,325 pages,230,1712,3.66
34670,Paperback,592 pages,10,180,4.32
34671,Paperback,32 pages,68,786,4.45
34672,Hardcover,304 pages,161,715,4.27
34673,Paperback,181 pages,292,4222,3.94
34675,Paperback,389 pages,229,11925,4.26
34676,Hardcover,339 pages,1183,12454,3.6
34677,Paperback,319 pages,63,910,3.8
34679,Paperback,400 pages,84,4309,4.16
34680,Hardcover,238 pages,5617,40781,3.82
34681,Paperback,447 pages,5,275,4.31
34683,Paperback,317 pages,18,492,3.8
34684,Paperback,166 pages,387,6302,3.71
34685,Hardcover,326 pages,780,9197,4.2
34687,Hardcover,317 pages,3682,42104,4.04
34688,Paperback,376 pages,12305,74969,4.38
34689,Kindle Edition,249 pages,36,487,4.0
34690,Paperback,160 pages,172,5823,3.88
34691,Hardcover,32 pages,497,4058,4.34
34692,Hardcover,496 pages,11084,172422,3.91
34693,Paperback,112 pages,169,5495,3.71
34694,Hardcover,496 pages,5276,222358,3.96
34695,Paperback,503 pages,103,3599,3.58
34696,Paperback,112 pages,7,61,3.84
34697,Hardcover,495 pages,4046,35705,3.92
34698,Kindle Edition,585 pages,4,35,3.94
34699,Paperback,132 pages,238,3661,4.51
34700,Paperback,96 pages,6,17,4.29
34701,Klappenbroschur,608 pages,220,2191,3.59
34703,Hardcover,304 pages,473,2456,3.84
34704,Hardcover,976 pages,144,2774,4.76
34705,Paperback,36 pages,6,55,4.05
34706,Mass Market Paperback,1010 pages,21674,672089,4.41
34707,Kindle Edition,160 pages,318,6280,4.17
34708,Paperback,320 pages,21,44,4.36
34709,Paperback,128 pages,197,2542,3.6
34710,Paperback,316 pages,135,2881,4.09
34711,Mass Market Paperback,351 pages,426,9614,4.07
34713,Paperback,136 pages,591,15342,4.32
34714,Hardcover,608 pages,91,1010,4.08
34715,Audio CD,9 pages,9574,78251,3.65
34716,Paperback,368 pages,154,4568,4.06
34718,Paperback,151 pages,169,4734,4.07
34721,Paperback,312 pages,126,10412,4.08
34722,Hardcover,275 pages,2,92,3.48
34723,Hardcover,201 pages,268,2844,3.85
34724,Mass Market Paperback,470 pages,486,8533,4.3
34725,Paperback,404 pages,5003,35963,4.04
34727,Paperback,2405 pages,23,2652,4.21
34728,Paperback,186 pages,76,236,3.74
34729,Paperback,322 pages,598,9332,4.05
34730,Hardcover,160 pages,295,3181,3.99
34731,Paperback,669 pages,8773,297074,3.97
34732,Hardcover,104 pages,25,1764,4.4
34733,ebook,70 pages,125,3759,3.81
34735,Paperback,1008 pages,8,93,4.06
34736,Paperback,130 pages,65,2455,4.52
34737,Hardcover,439 pages,83,1718,3.91
34738,Paperback,256 pages,46,340,4.18
34739,Paperback,317 pages,123,996,4.17
34740,Hardcover,288 pages,736,4149,3.58
34741,Paperback,80 pages,23,313,3.86
34742,Nook,238 pages,76,949,3.33
34743,Kindle Edition,183 pages,114,385,4.09
34744,Paperback,233 pages,29,48,4.1
34745,Paperback,298 pages,247,5596,4.24
34746,Paperback,859 pages,445,4718,4.37
34747,Paperback,303 pages,103,894,3.97
34748,Paperback,255 pages,8,53,3.87
34749,Hardcover,444 pages,2,11,4.27
34750,Paperback,70 pages,2,62,3.71
34751,Paperback,432 pages,88,680,3.76
34753,Hardcover,65 pages,503,5438,3.59
34754,Kindle Edition,334 pages,225,1959,4.21
34756,Hardcover,336 pages,43,175,4.07
34757,Paperback,272 pages,897,22665,3.92
34758,Kindle Edition,221 pages,180,4040,4.1
34759,Paperback,448 pages,666,6722,3.75
34760,Hardcover,359 pages,197,1443,3.44
34761,Paperback,288 pages,165,859,3.77
34762,Library Binding,400 pages,68,3323,4.21
34763,Hardcover,499 pages,564,8813,3.91
34764,Hardcover,256 pages,279,1369,3.67
34765,Paperback,242 pages,116,1601,4.14
34766,Hardcover,329 pages,2732,20928,4.03
34767,Kindle Edition,143 pages,557,6625,3.97
34769,Paperback,481 pages,1886,12487,4.09
34770,Kindle Edition,274 pages,0,14,3.57
34772,Hardcover,32 pages,38,105,3.78
34773,Kindle Edition,386 pages,327,10127,3.88
34774,ebook,318 pages,229,4054,4.16
34775,Paperback,64 pages,657,35098,4.15
34776,Unbound,80 pages,45,367,3.62
34777,Paperback,564 pages,100,1300,3.79
34778,Paperback,298 pages,4,64,4.11
34780,Kindle Edition,392 pages,302,4294,4.05
34781,Hardcover,176 pages,158,937,3.93
34782,ebook,617 pages,3212,21008,3.87
34783,Paperback,135 pages,103,1791,3.77
34784,Hardcover,400 pages,207,2612,3.66
34785,Paperback,272 pages,134,2383,4.23
34786,Mass Market Paperback,281 pages,176,5486,3.88
34787,Paperback,432 pages,400,5405,4.24
34788,Paperback,96 pages,18,246,4.26
34789,Hardcover,374 pages,97,890,4.21
34790,Hardcover,224 pages,720,10121,3.88
34791,Paperback,398 pages,240,6278,4.19
34793,Paperback,176 pages,690,4363,4.19
34794,Mass Market Paperback,323 pages,412,5468,3.88
34795,Hardcover,224 pages,222,1191,3.94
34796,Paperback,269 pages,26,426,4.23
34797,Kindle Edition,291 pages,862,9716,4.07
34798,Kindle Edition,239 pages,108,1712,3.7
34799,Kindle Edition,395 pages,791,11522,3.84
34800,Kindle Edition,103 pages,12,158,3.58
34801,Paperback,196 pages,79,1044,3.98
34802,Paperback,208 pages,567,11175,4.12
34803,Paperback,648 pages,47,6995,4.42
34804,Paperback,464 pages,159,1460,3.83
34805,Paperback,303 pages,11593,187633,4.0
34806,Paperback,752 pages,82,676,4.44
34807,Hardcover,172 pages,263,4560,4.32
34808,Kindle Edition,408 pages,4,22,4.27
34809,ebook,432 pages,177,751,3.7
34810,Hardcover,146 pages,12,213,4.13
34811,Kindle Edition,226 pages,4368,108791,4.1
34812,Paperback,176 pages,948,12674,3.89
34813,Paperback,304 pages,138,1350,3.69
34814,Paperback,206 pages,28,706,3.91
34815,Kindle Edition,324 pages,16,404,3.87
34817,Hardcover,368 pages,798,4460,3.72
34818,Paperback,88 pages,888,11223,3.98
34819,Paperback,224 pages,289,2142,3.89
34820,Paperback,379 pages,662,12841,4.4
34821,Hardcover,873 pages,95,2881,4.17
34822,Mass Market Paperback,144 pages,355,7009,3.94
34823,Paperback,320 pages,20,68,3.68
34824,Mass Market Paperback,205 pages,18935,748877,3.96
34825,Paperback,360 pages,168,3193,4.19
34826,Paperback,256 pages,8,25,4.32
34830,Paperback,192 pages,130,2821,4.13
34831,Paperback,178 pages,177,7601,4.51
34832,Hardcover,704 pages,818,13872,4.25
34833,Kindle Edition,498 pages,3899,26057,4.02
34834,Paperback,560 pages,321,14619,4.15
34835,Paperback,248 pages,184,1712,4.27
34837,Paperback,272 pages,125,1383,4.04
34838,Paperback,276 pages,44,899,4.14
34839,Paperback,358 pages,3671,39852,3.93
34840,Hardcover,236 pages,4363,22708,3.98
34841,Hardcover,240 pages,121,578,4.05
34842,Paperback,200 pages,99,1077,4.14
34843,Paperback,296 pages,90,2198,3.89
34844,Hardcover,333 pages,223,2360,3.95
34845,Hardcover,363 pages,1515,22300,4.01
34846,Paperback,160 pages,87,1106,3.65
34847,Kindle Edition,378 pages,536,3658,3.76
34848,Paperback,336 pages,243,4874,4.05
34849,Hardcover,341 pages,123,825,3.9
34851,Paperback,288 pages,19,186,3.75
34852,Paperback,496 pages,70,1004,3.97
34853,Paperback,384 pages,266,1344,3.59
34854,Kindle Edition,465 pages,37308,530805,4.24
34855,Hardcover,460 pages,519,6995,4.37
34856,ebook,228 pages,115,5111,4.14
34858,Paperback,175 pages,543,12856,4.19
34859,Kindle Edition,45 pages,357,3393,3.91
34860,ebook,240 pages,377,4854,3.87
34861,Paperback,375 pages,261,5347,4.08
34862,Hardcover,344 pages,79,1100,4.25
34863,Paperback,640 pages,876,20432,3.67
34864,Paperback,401 pages,273,2882,4.42
34866,Hardcover,332 pages,4,39,4.05
34868,Paperback,368 pages,7,45,3.69
34869,Hardcover,288 pages,5,50,4.48
34870,Kindle Edition,1396 pages,18309,612664,4.22
34871,Paperback,256 pages,1350,16643,4.21
34873,Paperback,432 pages,85,814,3.8
34875,Hardcover,243 pages,4911,33266,3.47
34876,Paperback,610 pages,51,1332,3.8
34877,Paperback,672 pages,12690,431530,3.48
34878,Kindle Edition,154 pages,73,311,3.46
34879,Paperback,256 pages,42,1712,3.91
34880,Paperback,224 pages,334,6661,3.96
34881,Paperback,176 pages,18,855,4.1
34882,Hardcover,272 pages,49,821,3.87
34883,Paperback,320 pages,19,807,4.26
34884,ebook,85 pages,54,2093,4.05
34885,Hardcover,256 pages,412,5580,3.93
34886,Paperback,288 pages,9,82,3.43
34887,Paperback,544 pages,7914,250168,3.85
34888,Kindle Edition,400 pages,111,568,4.21
34889,Paperback,128 pages,675,8253,3.23
34890,Hardcover,297 pages,579,4265,3.98
34891,Hardcover,516 pages,76,3550,3.94
34892,Paperback,312 pages,3,51,3.41
34893,Paperback,480 pages,1531,40841,3.98
34894,ebook,81 pages,287,2742,3.93
34895,Paperback,133 pages,7,480,3.81
34896,Kindle Edition,187 pages,20,142,3.54
34897,ebook,320 pages,114,378,3.76
34898,Paperback,323 pages,155,1324,3.55
34899,Mass Market Paperback,331 pages,331,8319,4.0
34901,Paperback,180 pages,75,3805,4.26
34902,Hardcover,128 pages,280,2852,3.61
34903,Paperback,344 pages,12,242,3.57
34904,Kindle Edition,36 pages,31,416,3.1
34905,Paperback,544 pages,159,3831,4.07
34906,Paperback,240 pages,94,408,3.96
34907,Paperback,311 pages,125,1343,3.59
34908,Hardcover,258 pages,546,3339,4.14
34909,Paperback,278 pages,304,2067,3.66
34910,Paperback,304 pages,41,838,4.12
34912,Paperback,208 pages,1731,19107,3.9
34913,Paperback,352 pages,219,1579,3.78
34914,Paperback,336 pages,212,1244,3.58
34915,Hardcover,368 pages,345,3513,4.0
34916,Paperback,314 pages,5,14,4.0
34917,paper,864 pages,100,3451,4.05
34918,Paperback,448 pages,101,781,3.72
34919,Kindle Edition,424 pages,0,8,3.75
34920,Hardcover,376 pages,902,8834,3.72
34922,Mass Market Paperback,346 pages,99,1418,3.47
34923,Paperback,150 pages,8,12,4.0
34924,Paperback,160 pages,2,12,4.42
34926,Hardcover,144 pages,12,70,4.23
34927,Paperback,380 pages,197,1670,4.17
34928,Paperback,328 pages,28,190,3.69
34929,Mass Market Paperback,360 pages,527,13925,4.22
